职位,公司名称,地址,经度,纬度,网址
仓库管理员（绩效奖金+双休）,天津格瑞特康生物科技有限公司,天津-西青区,117.1262013,39.03506461,https://jobs.51job.com/tianjin-xqq/100953091.html?s=01&t=0
仓库管理员（五险一金+高温补助）,天津信和天成科技有限公司,天津-西青区,117.1262013,39.03506461,https://jobs.51job.com/tianjin-xqq/100997666.html?s=01&t=0
急招C本货运司机,天津市申立聚优机电设备销售有限公司,天津市西青区西青物流园1号库,117.0892528,39.15752527,https://jobs.51job.com/tianjin-xqq/101170970.html?s=01&t=0
仓库理货员,上海恒坤行贸易有限公司,阜锦道外环实业21号 （阜锦道与星光路交叉口）,117.0783408,39.14284803,https://jobs.51job.com/tianjin-xqq/101314639.html?s=01&t=0
东本调达天津CD客服调度,上海嘉进物流有限公司,赛达二支路13号A2-3库,117.2662082,38.99286544,https://jobs.51job.com/tianjin-xqq/101447796.html?s=01&t=0
鞋服仓库经理/天津,东方海外物流（中国）有限公司,天津西青区杨柳青维龙仓库,116.9881923,39.16075396,https://jobs.51job.com/tianjin-xqq/101509788.html?s=01&t=0
库管员-环欧半导体(J10275),天津市环欧半导体材料技术有限公司,西青高新区海泰发展一路10号,117.1065123,39.08178454,https://jobs.51job.com/tianjin-xqq/101667028.html?s=01&t=0
仓库管理员,天津市大津轮胎胶囊有限公司,天津市西青区李七庄街中兴路大津集团,117.1855604,39.06729156,https://jobs.51job.com/tianjin-xqq/101690944.html?s=01&t=0
特步储备干部/天津,东方海外物流（中国）有限公司,西青经济开发区赛达一经路61号耀通实业仓库,117.0662057,39.15070407,https://jobs.51job.com/tianjin-xqq/101709880.html?s=01&t=0
仓库管理员,天津大田物流有限公司,天津西青微电子开发区微二路16号,117.2555218,39.00799589,https://jobs.51job.com/tianjin-xqq/101749617.html?s=01&t=0
库管,天津艾丝碧西餐饮管理有限公司,西青开发区,117.2310438,38.97544869,https://jobs.51job.com/tianjin-xqq/101828908.html?s=01&t=0
仓库管理员/薪资5000+提供住宿+年底双薪,武汉鑫麟杰商贸有限公司,西青区,117.1262013,39.03506461,https://jobs.51job.com/tianjin-xqq/101837530.html?s=01&t=0
仓库管理员（绩效奖金+双休）,天津格瑞特康生物科技有限公司,天津-西青区,117.1262013,39.03506461,https://jobs.51job.com/tianjin-xqq/101885163.html?s=01&t=0
仓库管理员,天津生物制品有限公司,天津市西青区小南河,117.1446778,39.04039439,https://jobs.51job.com/tianjin-xqq/101894233.html?s=01&t=0
仓库管理员,依脉人工智能医疗科技（天津）有限公司,华苑产业区海泰火炬园,117.0984602,39.08293178,https://jobs.51job.com/tianjin-xqq/101934460.html?s=01&t=0
仓库主管,斯伦贝谢中国公司,业盛道建福路8号,117.2207412,39.02722041,https://jobs.51job.com/tianjin-xqq/102007012.html?s=01&t=0
仓库管理员,斯伦贝谢中国公司,业盛道建福路8号,117.2207412,39.02722041,https://jobs.51job.com/tianjin-xqq/102007235.html?s=01&t=0
仓库管理员（年终奖+可应届）,天津百浩鑫生物科技有限公司,中北镇新城市中心,117.0947694,39.14907377,https://jobs.51job.com/tianjin-xqq/102096388.html?s=01&t=0
仓库管理员,天津市金润天太阳能科技有限公司,天津市西青区天安数码广场,117.1262013,39.03506461,https://jobs.51job.com/tianjin-xqq/102175082.html?s=01&t=0
仓库管理,天津得瑞丰凯新材料科技有限公司,西青区赛达工业区天源道9号,117.2870168,38.90801883,https://jobs.51job.com/tianjin-xqq/102190692.html?s=01&t=0
资深仓库管理员,百士吉泵业（天津）有限公司,天津市华苑环外海泰华科二路2号,117.026691,39.15054228,https://jobs.51job.com/tianjin-xqq/102306608.html?s=01&t=0
仓库管理员,天津市稳特电子有限公司,海泰发展二路3号奥利达5楼,117.1030204,39.08206297,https://jobs.51job.com/tianjin-xqq/102479867.html?s=01&t=0
西青仓库现场,北京恒诚易达物流有限公司,杨柳青镇青静路附近,117.011452,39.13169063,https://jobs.51job.com/tianjin-xqq/102581264.html?s=01&t=0
仓库管理员/仓管员/仓管,浙江东明不锈钢制品股份有限公司,杨柳青镇金盛工业园北园21号厂房,117.054684,39.15400183,https://jobs.51job.com/tianjin-xqq/102688416.html?s=01&t=0
仓库管理员,海纳（天津）弹簧有限公司,西青区杨柳青农场海纳道2号,117.104927,39.17852331,https://jobs.51job.com/tianjin-xqq/102772460.html?s=01&t=0
库工,海纳（天津）弹簧有限公司,西青区杨柳青农场海纳道2号,117.104927,39.17852331,https://jobs.51job.com/tianjin-xqq/102776754.html?s=01&t=0
仓库管理员,中远物流仓储配送有限公司,中远海运仓配有限公司天津,117.2108131,39.1439299,https://jobs.51job.com/tianjin-xqq/102945653.html?s=01&t=0
仓库管理员,广州市吉中汽车装饰有限公司,西青开发区赛达四支路7号,117.2558964,38.98883606,https://jobs.51job.com/tianjin-xqq/102958791.html?s=01&t=0
库管员(天津）,曙光信息产业股份有限公司,海泰华科大街15号,117.0857387,39.10415803,https://jobs.51job.com/tianjin-xqq/103011571.html?s=01&t=0
仓库管理员,天津柯文实业股份有限公司,西青区百川路42号,117.0971423,39.16994777,https://jobs.51job.com/tianjin-xqq/103027561.html?s=01&t=0
库工,天津魅族宠物用品有限公司,杨柳青镇杨柳青工业园精成路20号,117.0186415,39.10647922,https://jobs.51job.com/tianjin-xqq/103136335.html?s=01&t=0
诚聘仓库管理员3000+双休,武汉金淳久久商贸有限公司,西青区,117.1262013,39.03506461,https://jobs.51job.com/tianjin-xqq/103140296.html?s=01&t=0
物料采购专员,武汉格林美城市矿产装备有限公司,西青高新区创新六路2号华鼎新区1号25号楼3门,117.0757236,39.09130618,https://jobs.51job.com/tianjin-xqq/103194121.html?s=01&t=0
搬运工,内洽特克（天津）国际贸易有限公司,西青区精武镇,117.141647,39.03474214,https://jobs.51job.com/tianjin-xqq/103262334.html?s=01&t=0
仓库管理员,天津市康斯特精密模具有限公司,中北工业园三星路25号,117.0743536,39.14634913,https://jobs.51job.com/tianjin-xqq/103461189.html?s=01&t=0
发货专员,天津舜能润滑科技股份有限公司,梅江永旺印力中心111号,117.0973041,39.14809475,https://jobs.51job.com/tianjin-xqq/103479288.html?s=01&t=0
库房管理员,天津福乐尔科技发展有限公司,天津市西青区学府西路2号东区D3号厂房A座1楼,117.0919398,39.05574258,https://jobs.51job.com/tianjin-xqq/50099963.html?s=01&t=0
库管员,天津博朗科技发展有限公司,天津华苑产业区海泰绿色产业基地D座-401室,117.105313,39.0844281,https://jobs.51job.com/tianjin-xqq/51119254.html?s=01&t=0
调度,安吉智行物流有限公司,王稳庄津淄公路226号,117.2770747,38.89348498,https://jobs.51job.com/tianjin-xqq/54224836.html?s=01&t=0
仓库内勤,天津市路征印务有限公司,天津市西青区华苑环外海泰发展六道6号海泰绿色产业基地B座,117.102177,39.08489059,https://jobs.51job.com/tianjin-xqq/58878094.html?s=01&t=0
生管助理兼库管,天津笠谷精密机电有限公司,天津市西青开发区建福工业园12号,117.2057125,39.03038702,https://jobs.51job.com/tianjin-xqq/68099043.html?s=01&t=0
仓库管理员,天津博恩兴电子有限公司,西青区边村工业园（大学城理工学院附近）,117.1496341,39.04839836,https://jobs.51job.com/tianjin-xqq/72588902.html?s=01&t=0
仓库库管,天津同德展商贸有限公司,环外海泰华科一路康远国际E-5,117.093853,39.10129351,https://jobs.51job.com/tianjin-xqq/74637479.html?s=01&t=0
仓库管理员,隆达尚品（天津）家居用品销售有限公司,天津市西青区李七庄街王姑娘庄祥云路7号-2,117.1897433,39.04514468,https://jobs.51job.com/tianjin-xqq/76999642.html?s=01&t=0
仓库管理员,天津锡跃科技有限公司,天津市西青经济开发区鑫源道新华四支路口,117.261448,38.98049304,https://jobs.51job.com/tianjin-xqq/84472863.html?s=01&t=0
仓库管理员,能硕热技术（天津）有限公司,张家窝镇丰泽道9号二区,117.0377705,39.08814078,https://jobs.51job.com/tianjin-xqq/85529798.html?s=01&t=0
配件库管,天津信达汽车销售服务有限公司,天津市西青区中北镇万卉路与卉康道交口,117.0973406,39.12173433,https://jobs.51job.com/tianjin-xqq/88835059.html?s=01&t=0
仓库管理员,艾博源（天津）科技有限公司,西青经济开发区兴华四支路6号,117.0662057,39.15070407,https://jobs.51job.com/tianjin-xqq/89643608.html?s=01&t=0
仓库管理员,天津宇创屹鑫科技有限公司,学府西路1号慧谷工业园东区D11号厂房A座101,117.0961082,39.05680316,https://jobs.51job.com/tianjin-xqq/89818763.html?s=01&t=0
叉车驾驶员,弗玛仓储（太仓）有限公司,杨柳青,117.0139432,39.14445688,https://jobs.51job.com/tianjin-xqq/89830153.html?s=01&t=0
包材库主管,天津市康婷生物工程有限公司,西青开发区,117.2310438,38.97544869,https://jobs.51job.com/tianjin-xqq/90047974.html?s=01&t=0
仓库管理员,天津顺势永祥商贸有限公司,梨双公路与津港高速交口,117.2532775,39.02752449,https://jobs.51job.com/tianjin-xqq/90267534.html?s=01&t=0
唱博馆库管,风向（天津）演出经纪有限公司,天津市西青区中北镇万卉路5号环球购物中心4楼唱博馆（台湾馆）,117.0975103,39.14595996,https://jobs.51job.com/tianjin-xqq/90395168.html?s=01&t=0
仓库管理员,华科新能（天津）科技发展有限公司,天津市西青区滨海高新区华苑产业区（环外）海泰创新六路2号（华鼎新区1号）19号,117.0732424,39.09133127,https://jobs.51job.com/tianjin-xqq/90616033.html?s=01&t=0
仓库管理员,天津市视泰商贸有限公司,天津市西青区密云一支路与福姜路交口闽延里23号,117.11333,39.1271685,https://jobs.51job.com/tianjin-xqq/90656218.html?s=01&t=0
仓库管理员,中国通信建设第一工程局有限公司,精武镇,117.141647,39.03474214,https://jobs.51job.com/tianjin-xqq/90890618.html?s=01&t=0
仓库管理员,江苏康众汽配有限公司,中北工业园北园阜锦道外环实业公司工业区15号库,117.0720219,39.146902,https://jobs.51job.com/tianjin-xqq/90971259.html?s=01&t=0
仓库管理员,福建恒安集团有限公司,天津市西青经济开发区赛达二大道6号,117.2649324,38.9938654,https://jobs.51job.com/tianjin-xqq/91286157.html?s=01&t=0
仓库作业员,似鸟（中国）投资有限公司,賽達二支路13,117.1941235,39.20920762,https://jobs.51job.com/tianjin-xqq/91984302.html?s=01&t=0
安装工,上海嘉进物流有限公司,赛达二支路13号A2-3库,117.2662082,38.99286544,https://jobs.51job.com/tianjin-xqq/92828386.html?s=01&t=0
仓库管理,天津科罗森科技有限公司,海泰绿色产业基地,117.102177,39.08489059,https://jobs.51job.com/tianjin-xqq/92875711.html?s=01&t=0
仓储物流主管,湖南第二树循环家具有限公司,西青区杨柳青发电厂北侧1公里处104国道旁,117.0139432,39.14445688,https://jobs.51job.com/tianjin-xqq/93178558.html?s=01&t=0
仓库配货包装员,天津市合联裕泰商贸有限公司,海泰科技园,117.2108131,39.1439299,https://jobs.51job.com/tianjin-xqq/93795530.html?s=01&t=0
物料管理员- Diecut Business,捷普集团-日新（天津） 塑胶有限公司,开发区赛达世纪大道21号,117.259961,38.97814899,https://jobs.51job.com/tianjin-xqq/93989072.html?s=01&t=0
仓库管理员(职位编号：004),浩群（天津）工程科技发展有限公司,天津市西青区天津经济技术开发区泰达微电子工业区中晓工业园3C工厂,117.2380991,39.00876899,https://jobs.51job.com/tianjin-xqq/94617490.html?s=01&t=0
现场协调员/客服,弗玛仓储（太仓）有限公司,杨柳青,117.0139432,39.14445688,https://jobs.51job.com/tianjin-xqq/94711164.html?s=01&t=0
仓库收货员,广州兴森快捷电路科技有限公司,西青经济技术开发区赛达国际工业城A4-1号,117.2322249,38.97803307,https://jobs.51job.com/tianjin-xqq/94979283.html?s=01&t=0
仓管员（天津）,上海至纯洁净系统科技股份有限公司,天津市西青区兴华道15号,117.2266904,39.02382453,https://jobs.51job.com/tianjin-xqq/95379638.html?s=01&t=0
土建工程材料员,天津国泰新能实业有限公司,海泰大道36号海泰精工国际,117.0756415,39.09917704,https://jobs.51job.com/tianjin-xqq/95840371.html?s=01&t=0
仓库管理员,博阳鸿(天津)印业有限公司,天津西青经济开发区宏源道15号,117.0662057,39.15070407,https://jobs.51job.com/tianjin-xqq/95909463.html?s=01&t=0
销售行政专员,天津市热联涂层钢板有限公司,天津西青经济开发区大寺工业园津玮道9号,117.262914,39.03059099,https://jobs.51job.com/tianjin-xqq/95977389.html?s=01&t=0
仓库管理员（提供食宿）做五休二 弹性工作,天津国御互联科技有限公司,西青区,117.1262013,39.03506461,https://jobs.51job.com/tianjin-xqq/96004763.html?s=01&t=0
配件库管员,天津捷通汽车销售有限公司,天津市西青区卫津南路王兰庄家电城南高庄子,117.2028981,39.05078378,https://jobs.51job.com/tianjin-xqq/96211613.html?s=01&t=0
仓库管理员 包吃住、五险一金,武汉神码浮云科技有限公司,西青区,117.1262013,39.03506461,https://jobs.51job.com/tianjin-xqq/96745643.html?s=01&t=0
仓库管理员,达达-京东到家,张家窝镇,117.0320431,39.08338564,https://jobs.51job.com/tianjin-xqq/96878453.html?s=01&t=0
配件库管,天津信达汽车销售服务有限公司,天津市西青区中北镇万卉路与卉康道交口,117.0973406,39.12173433,https://jobs.51job.com/tianjin-xqq/96973719.html?s=01&t=0
物流现场调度员,天津多邦物流有限公司,中北镇附近,117.1190359,39.13240236,https://jobs.51job.com/tianjin-xqq/97168256.html?s=01&t=0
发货员,天津滨海亚太床垫有限公司,天津市西青区微电子工业区微三路20号,117.2560555,39.0041371,https://jobs.51job.com/tianjin-xqq/97187716.html?s=01&t=0
仓库管理员,天津布鱼餐饮管理有限公司,腾达路,117.2108131,39.1439299,https://jobs.51job.com/tianjin-xqq/97696914.html?s=01&t=0
电商仓主管,蓝月亮（中国）有限公司,赛达四支路18号,117.2684053,38.98508807,https://jobs.51job.com/tianjin-xqq/97756883.html?s=01&t=0
仓库管理员--天津项目,浙江晶创自动化设备有限公司,天津市西青区华苑产业园区（环外）海泰东路12号天津中环半导体,117.129879,39.09305425,https://jobs.51job.com/tianjin-xqq/97953827.html?s=01&t=0
仓库管理员（后勤 4K起包吃包住）,武汉建中伟业科技有限公司,西青区,117.1262013,39.03506461,https://jobs.51job.com/tianjin-xqq/98175230.html?s=01&t=0
客服调度员,上海嘉进物流有限公司,赛达二支路13号A2-3库,117.2662082,38.99286544,https://jobs.51job.com/tianjin-xqq/98187891.html?s=01&t=0
仓库管理员,天津市华天世纪机械有限公司,中北工业园北园阜盛道30号,117.071135,39.14968369,https://jobs.51job.com/tianjin-xqq/98309377.html?s=01&t=0
仓库打包发货,天津康宝美佳家居用品贸易有限公司,天津市西青开发区友谊南路111号印力中心写字楼804,117.2253443,39.03321696,https://jobs.51job.com/tianjin-xqq/98477987.html?s=01&t=0
仓库操作工,狮迈（上海）贸易有限公司,普洛斯物流园,117.2650307,38.99602553,https://jobs.51job.com/tianjin-xqq/98560069.html?s=01&t=0
仓库管理员,天津市安跃科技发展有限公司,天津市滨海高新区华苑产业区（环外）海泰发展二路12号,117.1034593,39.09159937,https://jobs.51job.com/tianjin-xqq/98590808.html?s=01&t=0
仓库管理员,天津安得智联科技有限公司,天津市西青区大寺赛达工业园,117.2374229,39.01376603,https://jobs.51job.com/tianjin-xqq/98666937.html?s=01&t=0
车务运营,卓集送信息科技（武汉）有限公司,天津市 西青区 精武镇 创新道32号(津涞公路与工西路交口) 天津电商城（3楼B1--3013）,117.1141206,39.05002581,https://jobs.51job.com/tianjin-xqq/98674632.html?s=01&t=0
物流业务员,天地华宇集团,天津市西青区迎水道汇城国际商贸城D2-008号,117.1322898,39.09214856,https://jobs.51job.com/tianjin-xqq/98737828.html?s=01&t=0
现在调度协调员,弗玛仓储（太仓）有限公司,杨柳青,117.0139432,39.14445688,https://jobs.51job.com/tianjin-xqq/98907226.html?s=01&t=0
仓库管理员,武汉建中伟业科技有限公司,西青区,117.1262013,39.03506461,https://jobs.51job.com/tianjin-xqq/99058415.html?s=01&t=0
仓库保管员,天津市德通世纪食品贸易有限公司,腾达工业园区兴华十支路3号伊利仓库,117.211362,39.02776151,https://jobs.51job.com/tianjin-xqq/99223074.html?s=01&t=0
仓库管理员,天津泽诚源酒业销售有限公司,天津市西青区中北镇海泰北道15号苏司兰能源院内泽诚源酒业,117.0807142,39.11046517,https://jobs.51job.com/tianjin-xqq/99257894.html?s=01&t=0
仓库管理员（奖金+双休）,武汉建中伟业科技有限公司,西青区,117.1262013,39.03506461,https://jobs.51job.com/tianjin-xqq/99276324.html?s=01&t=0
仓库操作,普林特科（天津）标签有限公司,赛达国际工业城D10-2厂房,117.2322249,38.97803307,https://jobs.51job.com/tianjin-xqq/99284908.html?s=01&t=0
仓库管理员（后勤 4K起包吃包住）,武汉建中伟业科技有限公司,西青区,117.1262013,39.03506461,https://jobs.51job.com/tianjin-xqq/99348874.html?s=01&t=0
仓库管理员,天津兰贝信息科技有限公司,天津市西青区西青道315号金盛工业园增3号,117.0546842,39.15400159,https://jobs.51job.com/tianjin-xqq/99374579.html?s=01&t=0
仓库管理员,天津兰贝信息科技有限公司,天津市西青区西青道315号金盛工业园增3号,117.0546842,39.15400159,https://jobs.51job.com/tianjin-xqq/99375684.html?s=01&t=0
仓库管理员（奖金/快速晋升）,武汉建中伟业科技有限公司,西青区,117.1262013,39.03506461,https://jobs.51job.com/tianjin-xqq/99408946.html?s=01&t=0
仓库库管,天津田边制药有限公司,西青区,117.1262013,39.03506461,https://jobs.51job.com/tianjin-xqq/99421784.html?s=01&t=0
仓库管理员,佛斯伯机械（天津）有限公司,精武镇学府慧谷工业园,117.141647,39.03474214,https://jobs.51job.com/tianjin-xqq/99493120.html?s=01&t=0
临时工-组装工，库工,申克（天津）工业技术有限公司北京分公司,天津市西青开发区赛达工业园18号,117.2384746,38.97201607,https://jobs.51job.com/tianjin-xqq/99630876.html?s=01&t=0
仓库管理员（绩效/l包住）,武汉建中伟业科技有限公司,西青区,117.1262013,39.03506461,https://jobs.51job.com/tianjin-xqq/99641642.html?s=01&t=0
仓库管理实习生,天津纵西牵引电机有限公司,华苑产业区海泰创新五路B01,117.0843212,39.0800389,https://jobs.51job.com/tianjin-xqq/99719922.html?s=01&t=0
仓库管理员（绩效奖金/旅游）,武汉建中伟业科技有限公司,西青区,117.1262013,39.03506461,https://jobs.51job.com/tianjin-xqq/99925805.html?s=01&t=0
仓库管理员,天津福尔欣汽车线缆有限公司,赛达科技园天源道9号,117.2870168,38.90801883,https://jobs.51job.com/tianjin-xqq/99983096.html?s=01&t=0
库工,天津福尔欣汽车线缆有限公司,赛达科技园天源道9号,117.2870168,38.90801883,https://jobs.51job.com/tianjin-xqq/99983495.html?s=01&t=0
库管,天津市艾福五金商贸有限公司,西青道金盛工业园南园3号,117.0510796,39.15340497,https://jobs.51job.com/tianjin-xqq/99986200.html?s=01&t=0
仓库理货员,天津市艾福五金商贸有限公司,西青道金盛工业园南园3号,117.0510796,39.15340497,https://jobs.51job.com/tianjin-xqq/99986681.html?s=01&t=0
