辽宁营口鲅鱼圈 , 北京,白糖,2018/10/12,http://www.56135.com/huoyuan/I9444292.html
黑龙江哈尔滨,北京,若干吨,2019-01-10,http://www.56135.com/huoyuan/I11471284.html
黑龙江大庆,北京,普货,2019-01-10,http://www.56135.com/huoyuan/I11470707.html
黑龙江哈尔滨,北京,畜产品,2019-01-10,http://www.56135.com/huoyuan/I11470350.html
黑龙江鸡西虎林,北京朝阳,若干吨,2019-01-10,http://www.56135.com/huoyuan/I11470048.html
黑龙江鸡西虎林,北京朝阳,若干吨,2019-01-10,http://www.56135.com/huoyuan/I11470041.html
黑龙江哈尔滨,北京,若干吨,2019-01-10,http://www.56135.com/huoyuan/I11464345.html
黑龙江哈尔滨,北京,普货,2019-01-10,http://www.56135.com/huoyuan/I11463350.html
黑龙江哈尔滨,北京,白条,2019-01-10,http://www.56135.com/huoyuan/I11462779.html
黑龙江哈尔滨五常,北京昌平,大米,2019-01-10,http://www.56135.com/huoyuan/I11462769.html
黑龙江佳木斯抚远,北京大兴,水稻,2019-01-10,http://www.56135.com/huoyuan/I11462060.html
黑龙江哈尔滨双城,北京,普货,2019-01-10,http://www.56135.com/huoyuan/I11461965.html
黑龙江大庆,北京,轻油,2019-01-10,http://www.56135.com/huoyuan/I11461846.html
黑龙江大庆,北京,若干吨,2019-01-10,http://www.56135.com/huoyuan/I11460532.html
黑龙江哈尔滨,北京,普货,2019-01-10,http://www.56135.com/huoyuan/I11460089.html
黑龙江佳木斯,北京大兴,水稻,2019-01-10,http://www.56135.com/huoyuan/I11459322.html
黑龙江大庆,北京,普货,2019-01-10,http://www.56135.com/huoyuan/I11457182.html
黑龙江哈尔滨双城,北京昌平,普货,2019-01-10,http://www.56135.com/huoyuan/I11456769.html
黑龙江哈尔滨双城,北京顺义,普货,2019-01-10,http://www.56135.com/huoyuan/I11456768.html
黑龙江哈尔滨双城,北京通州,普货,2019-01-10,http://www.56135.com/huoyuan/I11456766.html
黑龙江哈尔滨,北京,普货,2019-01-10,http://www.56135.com/huoyuan/I11452097.html
黑龙江齐齐哈尔依安,北京,大豆,2019-01-10,http://www.56135.com/huoyuan/I11451794.html
黑龙江鹤岗萝北,北京通州,普货,2019-01-10,http://www.56135.com/huoyuan/I11448755.html
黑龙江哈尔滨双城,北京昌平,玉米,2019-01-10,http://www.56135.com/huoyuan/I11445553.html
黑龙江哈尔滨双城,北京平谷,玉米,2019-01-10,http://www.56135.com/huoyuan/I11445552.html
黑龙江哈尔滨双城,北京通州,玉米,2019-01-10,http://www.56135.com/huoyuan/I11445551.html
黑龙江哈尔滨双城,北京昌平,粮食,2019-01-10,http://www.56135.com/huoyuan/I11445277.html
黑龙江哈尔滨双城,北京平谷,粮食,2019-01-10,http://www.56135.com/huoyuan/I11445276.html
黑龙江哈尔滨双城,北京通州,粮食,2019-01-10,http://www.56135.com/huoyuan/I11445275.html
黑龙江哈尔滨双城,北京昌平,若干吨,2019-01-10,http://www.56135.com/huoyuan/I11445004.html
黑龙江哈尔滨双城,北京顺义,若干吨,2019-01-10,http://www.56135.com/huoyuan/I11445003.html
黑龙江七台河勃利,北京,若干吨,2019-01-10,http://www.56135.com/huoyuan/I11443882.html
黑龙江双鸭山宝清,北京房山,普货,2019-01-10,http://www.56135.com/huoyuan/I11442529.html
黑龙江哈尔滨,北京,普货,2019-01-10,http://www.56135.com/huoyuan/I11441760.html
黑龙江哈尔滨双城,北京昌平,粮食,2019-01-10,http://www.56135.com/huoyuan/I11441594.html
黑龙江哈尔滨双城,北京顺义,粮食,2019-01-10,http://www.56135.com/huoyuan/I11441591.html
黑龙江哈尔滨双城,北京通州,粮食,2019-01-10,http://www.56135.com/huoyuan/I11441589.html
黑龙江哈尔滨,北京,猪,2019-01-10,http://www.56135.com/huoyuan/I11441192.html
江苏苏州,北京,设备,2019-01-10,http://www.56135.com/huoyuan/I11473654.html
江苏无锡,北京,设备,2019-01-10,http://www.56135.com/huoyuan/I11473445.html
江苏苏州,北京,水果,2019-01-10,http://www.56135.com/huoyuan/I11473416.html
江苏无锡,北京,设备,2019-01-10,http://www.56135.com/huoyuan/I11472980.html
江苏无锡,北京,农资,2019-01-10,http://www.56135.com/huoyuan/I11472970.html
江苏无锡,北京,饮料,2019-01-10,http://www.56135.com/huoyuan/I11471557.html
江苏苏州,北京,汽配摩配,2019-01-10,http://www.56135.com/huoyuan/I11471509.html
江苏苏州,北京东城,设备,2019-01-10,http://www.56135.com/huoyuan/I11471507.html
江苏苏州,北京,设备,2019-01-10,http://www.56135.com/huoyuan/I11471012.html
江苏苏州,北京,设备,2019-01-10,http://www.56135.com/huoyuan/I11470999.html
江苏南通,北京,仪器,2019-01-10,http://www.56135.com/huoyuan/I11470455.html
江苏南京,北京,设备,2019-01-10,http://www.56135.com/huoyuan/I11470430.html
江苏南通,北京,仪器,2019-01-10,http://www.56135.com/huoyuan/I11470427.html
江苏苏州,北京东城,设备,2019-01-10,http://www.56135.com/huoyuan/I11465146.html
江苏南京,北京,15的设备,2019-01-10,http://www.56135.com/huoyuan/I11465045.html
江苏苏州,北京,设备,2019-01-10,http://www.56135.com/huoyuan/I11464165.html
江苏无锡,北京,建材,2019-01-10,http://www.56135.com/huoyuan/I11463869.html
江苏苏州,北京,设备,2019-01-10,http://www.56135.com/huoyuan/I11463835.html
江苏苏州,北京,设备,2019-01-10,http://www.56135.com/huoyuan/I11463052.html
江苏苏州,北京,百货,2019-01-10,http://www.56135.com/huoyuan/I11463027.html
江苏苏州,北京,设备,2019-01-10,http://www.56135.com/huoyuan/I11462946.html
江苏苏州昆山,北京,普货,2019-01-10,http://www.56135.com/huoyuan/I11458420.html
江苏无锡锡山,北京,普货,2019-01-10,http://www.56135.com/huoyuan/I11458406.html
江苏常州,北京,普货,2019-01-10,http://www.56135.com/huoyuan/I11458397.html
江苏无锡宜兴,北京,若干吨,2019-01-10,http://www.56135.com/huoyuan/I11457426.html
江苏无锡江阴,北京平谷,钢渣,2019-01-10,http://www.56135.com/huoyuan/I11456292.html
江苏常州,北京,400件7.2吨,2019-01-10,http://www.56135.com/huoyuan/I11455317.html
江苏常州,北京,400件7.2吨,2019-01-10,http://www.56135.com/huoyuan/I11455305.html
江苏无锡,北京,饮料,2019-01-10,http://www.56135.com/huoyuan/I11454706.html
江苏无锡,北京,设备,2019-01-10,http://www.56135.com/huoyuan/I11452900.html
江苏南京,北京,普货,2019-01-10,http://www.56135.com/huoyuan/I11449966.html
江苏南京栖霞,北京,冻品,2019-01-10,http://www.56135.com/huoyuan/I11447099.html
江苏南京,北京,设备,2019-01-10,http://www.56135.com/huoyuan/I11443300.html
江苏无锡宜兴,北京,干净货,2019-01-10,http://www.56135.com/huoyuan/I11442679.html
浙江宁波,北京,药品,2019-01-10,http://www.56135.com/huoyuan/I11472451.html
浙江台州,北京,莴笋,2019-01-10,http://www.56135.com/huoyuan/I11471452.html
浙江嘉兴,北京,食品,2019-01-10,http://www.56135.com/huoyuan/I11471430.html
浙江嘉兴,北京房山,饲料,2019-01-10,http://www.56135.com/huoyuan/I11471152.html
浙江嘉兴,北京,快递,2019-01-10,http://www.56135.com/huoyuan/I11470761.html
浙江宁波,北京,快递,2019-01-10,http://www.56135.com/huoyuan/I11470760.html
浙江杭州,北京,农资,2019-01-10,http://www.56135.com/huoyuan/I11465771.html
浙江杭州,北京,设备,2019-01-10,http://www.56135.com/huoyuan/I11465482.html
浙江绍兴,北京通州,涤丝,2019-01-10,http://www.56135.com/huoyuan/I11465328.html
浙江台州,北京,冻鱼,2019-01-10,http://www.56135.com/huoyuan/I11464659.html
浙江嘉兴,北京,普货,2019-01-10,http://www.56135.com/huoyuan/I11463411.html
浙江宁波余姚,北京,若干吨,2019-01-10,http://www.56135.com/huoyuan/I11460422.html
浙江嘉兴,北京,若干吨,2019-01-10,http://www.56135.com/huoyuan/I11460421.html
浙江嘉兴,北京,食品,2019-01-10,http://www.56135.com/huoyuan/I11458349.html
浙江温州,北京,设备,2019-01-10,http://www.56135.com/huoyuan/I11457549.html
浙江台州,北京,冷藏货,2019-01-10,http://www.56135.com/huoyuan/I11457414.html
浙江台州,北京,冷藏货,2019-01-10,http://www.56135.com/huoyuan/I11457412.html
浙江台州,北京,冷藏货,2019-01-10,http://www.56135.com/huoyuan/I11457409.html
浙江台州临海,北京,西兰花,2019-01-10,http://www.56135.com/huoyuan/I11457383.html
浙江台州临海,北京,西兰花,2019-01-10,http://www.56135.com/huoyuan/I11457348.html
浙江嘉兴,北京,食品,2019-01-10,http://www.56135.com/huoyuan/I11454852.html
浙江嘉兴,北京,食品,2019-01-10,http://www.56135.com/huoyuan/I11454842.html
浙江杭州,北京,快运,2019-01-10,http://www.56135.com/huoyuan/I11451001.html
浙江台州临海,北京,西兰花,2019-01-10,http://www.56135.com/huoyuan/I11448182.html
浙江台州温岭,北京丰台,莴笋,2019-01-10,http://www.56135.com/huoyuan/I11439753.html
浙江杭州,北京,食品,2019-01-04,http://www.56135.com/huoyuan/I11320541.html
浙江宁波,北京,药品,2019-01-03,http://www.56135.com/huoyuan/I11282638.html
浙江宁波,北京,零担,2019-01-03,http://www.56135.com/huoyuan/I11281167.html
浙江嘉兴,北京房山,饲料,2019-01-03,http://www.56135.com/huoyuan/I11281009.html
浙江嘉兴,北京,食品,2019-01-03,http://www.56135.com/huoyuan/I11276548.html
浙江嘉兴,北京,食品,2019-01-03,http://www.56135.com/huoyuan/I11276538.html
浙江宁波,北京,纸类包装,2019-01-03,http://www.56135.com/huoyuan/I11276313.html
浙江金华,北京,快递,2019-01-03,http://www.56135.com/huoyuan/I11275857.html
浙江杭州,北京,普货,2019-01-03,http://www.56135.com/huoyuan/I11275855.html
浙江湖州安吉,北京,普货,2019-01-03,http://www.56135.com/huoyuan/I11271212.html
浙江嘉兴,北京,快递,2019-01-03,http://www.56135.com/huoyuan/I11270769.html
浙江湖州安吉,北京,快递,2019-01-03,http://www.56135.com/huoyuan/I11270763.html
浙江杭州,北京,设备,2019-01-03,http://www.56135.com/huoyuan/I11267306.html
上海,北京,电子电器,2019-01-11,http://www.56135.com/huoyuan/I11476167.html
上海,北京,纸类包装,2019-01-11,http://www.56135.com/huoyuan/I11475404.html
上海,北京,食品,2019-01-10,http://www.56135.com/huoyuan/I11473839.html
上海,北京,水果,2019-01-10,http://www.56135.com/huoyuan/I11471279.html
上海,北京,普货,2019-01-10,http://www.56135.com/huoyuan/I11470627.html
上海,北京,快消品,2019-01-10,http://www.56135.com/huoyuan/I11470254.html
上海,北京,家具,2019-01-10,http://www.56135.com/huoyuan/I11469576.html
上海,北京,花菜,2019-01-10,http://www.56135.com/huoyuan/I11469575.html
上海,北京,水果,2019-01-10,http://www.56135.com/huoyuan/I11469574.html
上海,北京,普货,2019-01-10,http://www.56135.com/huoyuan/I11469573.html
上海,北京,设备,2019-01-10,http://www.56135.com/huoyuan/I11468801.html
上海,北京,食品,2019-01-10,http://www.56135.com/huoyuan/I11468600.html
上海,北京,设备,2019-01-10,http://www.56135.com/huoyuan/I11468548.html
上海,北京,水果,2019-01-10,http://www.56135.com/huoyuan/I11468506.html
上海,北京,蔬菜,2019-01-10,http://www.56135.com/huoyuan/I11468163.html
上海,北京,冻品,2019-01-10,http://www.56135.com/huoyuan/I11467465.html
上海,北京昌平,普货,2019-01-10,http://www.56135.com/huoyuan/I11460617.html
上海,北京昌平,普货,2019-01-10,http://www.56135.com/huoyuan/I11460603.html
上海,北京,普货,2019-01-10,http://www.56135.com/huoyuan/I11458443.html
上海,北京大兴,纸类包装,2019-01-10,http://www.56135.com/huoyuan/I11454686.html
上海,北京,设备,2019-01-10,http://www.56135.com/huoyuan/I11450921.html
上海,北京,食品,2019-01-10,http://www.56135.com/huoyuan/I11450302.html
上海,北京,设备,2019-01-10,http://www.56135.com/huoyuan/I11450190.html
上海,北京,水果,2019-01-10,http://www.56135.com/huoyuan/I11449183.html
上海,北京,27吨,2019-01-10,http://www.56135.com/huoyuan/I11444042.html
上海,北京,水果,2019-01-10,http://www.56135.com/huoyuan/I11442762.html
上海,北京,蔬菜,2019-01-10,http://www.56135.com/huoyuan/I11442052.html
上海,北京,普货,2019-01-05,http://www.56135.com/huoyuan/I11323059.html
上海,北京,普货,2019-01-05,http://www.56135.com/huoyuan/I11322890.html
安徽亳州涡阳,北京朝阳,重货,2019-01-10,http://www.56135.com/huoyuan/I11473355.html
安徽阜阳颍上,北京顺义,15吨,2019-01-10,http://www.56135.com/huoyuan/I11469877.html
安徽合肥,北京,木材,2019-01-10,http://www.56135.com/huoyuan/I11454698.html
安徽淮北,北京,普货,2019-01-10,http://www.56135.com/huoyuan/I11447556.html
安徽合肥,北京,普货,2019-01-05,http://www.56135.com/huoyuan/I11320889.html
福建福州,北京,设备,2019-01-10,http://www.56135.com/huoyuan/I11473111.html
福建福州,北京,设备,2019-01-10,http://www.56135.com/huoyuan/I11469557.html
福建,北京,普货,2019-01-10,http://www.56135.com/huoyuan/I11464593.html
福建福州,北京海淀,设备,2019-01-10,http://www.56135.com/huoyuan/I11457666.html
福建,北京,普货,2019-01-10,http://www.56135.com/huoyuan/I11446857.html
福建福州,北京,绿通,2019-01-10,http://www.56135.com/huoyuan/I11441709.html
福建福州,北京,绿通,2019-01-10,http://www.56135.com/huoyuan/I11440423.html
福建南平光泽,北京,普货,2019-01-05,http://www.56135.com/huoyuan/I11321511.html
福建南平光泽,北京,普货,2019-01-05,http://www.56135.com/huoyuan/I11321501.html
广东湛江徐闻,北京,玉米,2019-01-11,http://www.56135.com/huoyuan/I11475041.html
广东湛江徐闻,北京,玉米,2019-01-11,http://www.56135.com/huoyuan/I11474907.html
广东深圳,北京,快递,2019-01-11,http://www.56135.com/huoyuan/I11474618.html
广东东莞,北京,危险品,2019-01-10,http://www.56135.com/huoyuan/I11473624.html
广东东莞,北京,设备,2019-01-10,http://www.56135.com/huoyuan/I11473610.html
广东东莞,北京,设备,2019-01-10,http://www.56135.com/huoyuan/I11473567.html
广东中山,北京,设备,2019-01-10,http://www.56135.com/huoyuan/I11473366.html
广东中山,北京,设备,2019-01-10,http://www.56135.com/huoyuan/I11473335.html
广东中山,北京,设备,2019-01-10,http://www.56135.com/huoyuan/I11473167.html
广东广州,北京,药品,2019-01-10,http://www.56135.com/huoyuan/I11472605.html
广东深圳,北京,水果,2019-01-10,http://www.56135.com/huoyuan/I11471846.html
广东广州,北京,普货,2019-01-10,http://www.56135.com/huoyuan/I11470592.html
广东深圳,北京,水果,2019-01-10,http://www.56135.com/huoyuan/I11468169.html
广东佛山南海,北京通州,建材,2019-01-10,http://www.56135.com/huoyuan/I11466654.html
广东广州,北京,药品,2019-01-10,http://www.56135.com/huoyuan/I11466371.html
广东深圳坪山,北京,食品,2019-01-10,http://www.56135.com/huoyuan/I11466002.html
广东潮州,北京,饮料,2019-01-10,http://www.56135.com/huoyuan/I11465257.html
广东潮州,北京,饮料,2019-01-10,http://www.56135.com/huoyuan/I11465247.html
广东深圳盐田,北京通州,冻品,2019-01-10,http://www.56135.com/huoyuan/I11465169.html
广东佛山,北京,普货,2019-01-10,http://www.56135.com/huoyuan/I11464810.html
广东中山,北京,设备,2019-01-10,http://www.56135.com/huoyuan/I11464297.html
广东佛山,北京,建材,2019-01-10,http://www.56135.com/huoyuan/I11464055.html
广东东莞,北京,二手车,2019-01-10,http://www.56135.com/huoyuan/I11463941.html
广东佛山,北京,钢材,2019-01-10,http://www.56135.com/huoyuan/I11463907.html
广东东莞,北京,二手车,2019-01-10,http://www.56135.com/huoyuan/I11463858.html
广东东莞,北京,二手车,2019-01-10,http://www.56135.com/huoyuan/I11463829.html
广东湛江徐闻,北京,玉米,2019-01-10,http://www.56135.com/huoyuan/I11461512.html
广东湛江徐闻,北京,玉米,2019-01-10,http://www.56135.com/huoyuan/I11461499.html
广东广州番禺,北京,若干吨,2019-01-10,http://www.56135.com/huoyuan/I11460596.html
广东广州番禺,北京,若干吨,2019-01-10,http://www.56135.com/huoyuan/I11460578.html
广东东莞,北京,日用百货,2019-01-10,http://www.56135.com/huoyuan/I11460305.html
广东汕头,北京,设备,2019-01-10,http://www.56135.com/huoyuan/I11458834.html
广东深圳,北京,普货,2019-01-10,http://www.56135.com/huoyuan/I11457727.html
广东深圳,北京,普货,2019-01-10,http://www.56135.com/huoyuan/I11455981.html
广东东莞,北京,饲料,2019-01-10,http://www.56135.com/huoyuan/I11455217.html
广东中山,北京,农资,2019-01-10,http://www.56135.com/huoyuan/I11455126.html
广东佛山,北京,普货,2019-01-10,http://www.56135.com/huoyuan/I11454359.html
广东惠州惠阳,北京顺义,设备,2019-01-10,http://www.56135.com/huoyuan/I11453460.html
广东深圳,北京,普货,2019-01-10,http://www.56135.com/huoyuan/I11453237.html
广东佛山南海,北京,设备,2019-01-10,http://www.56135.com/huoyuan/I11452737.html
广东东莞,北京,「快递」,2019-01-10,http://www.56135.com/huoyuan/I11452547.html
广东深圳,北京,普货,2019-01-10,http://www.56135.com/huoyuan/I11452216.html
广东湛江徐闻,北京,韭菜,2019-01-10,http://www.56135.com/huoyuan/I11451990.html
广东佛山,北京,10吨,2019-01-10,http://www.56135.com/huoyuan/I11451525.html
广东广州花都,北京,10吨,2019-01-10,http://www.56135.com/huoyuan/I11451523.html
广东佛山,北京石景山,设备,2019-01-10,http://www.56135.com/huoyuan/I11451277.html
广东广州,北京,百货,2019-01-10,http://www.56135.com/huoyuan/I11450143.html
广东湛江徐闻,北京,玉米,2019-01-10,http://www.56135.com/huoyuan/I11449957.html
广东广州,北京,普货,2019-01-10,http://www.56135.com/huoyuan/I11449870.html
广东广州,北京,快递,2019-01-10,http://www.56135.com/huoyuan/I11449786.html
广东东莞,北京,电器,2019-01-10,http://www.56135.com/huoyuan/I11449776.html
广东东莞,北京,快递,2019-01-10,http://www.56135.com/huoyuan/I11446871.html
广东东莞,北京,商品车,2019-01-10,http://www.56135.com/huoyuan/I11446386.html
广东广州,北京,商品车,2019-01-10,http://www.56135.com/huoyuan/I11446385.html
广东深圳,北京,商品车,2019-01-10,http://www.56135.com/huoyuan/I11446384.html
广东东莞,北京,汽车,2019-01-10,http://www.56135.com/huoyuan/I11446365.html
广东广州,北京,汽车,2019-01-10,http://www.56135.com/huoyuan/I11446363.html
广东深圳,北京,汽车,2019-01-10,http://www.56135.com/huoyuan/I11446362.html
广东广州白云,北京,普货,2019-01-10,http://www.56135.com/huoyuan/I11444683.html
广东广州,北京,普货,2019-01-10,http://www.56135.com/huoyuan/I11444682.html
广东广州,北京,普货,2019-01-10,http://www.56135.com/huoyuan/I11444627.html
广东东莞,北京,普货,2019-01-10,http://www.56135.com/huoyuan/I11444625.html
广东深圳,北京,水果,2019-01-10,http://www.56135.com/huoyuan/I11444602.html
广东湛江徐闻,北京,玉米,2019-01-10,http://www.56135.com/huoyuan/I11444107.html
广东中山,北京,普货,2019-01-10,http://www.56135.com/huoyuan/I11440277.html
湖南邵阳,北京大兴,普货,2019-01-11,http://www.56135.com/huoyuan/I11476670.html
湖南邵阳,北京大兴,普货,2019-01-11,http://www.56135.com/huoyuan/I11476640.html
湖南邵阳新宁,北京,水果,2019-01-11,http://www.56135.com/huoyuan/I11474289.html
湖南邵阳新宁,北京,水果,2019-01-10,http://www.56135.com/huoyuan/I11474184.html
湖南常德石门,北京大兴,普货,2019-01-10,http://www.56135.com/huoyuan/I11473644.html
海南乐东,北京,玉米,2019-01-11,http://www.56135.com/huoyuan/I11474312.html
海南三亚,北京,蔬菜,2019-01-10,http://www.56135.com/huoyuan/I11456176.html
海南海口琼山,北京朝阳,普货,2019-01-10,http://www.56135.com/huoyuan/I11453900.html
海南琼海大路,北京,干净货,2019-01-10,http://www.56135.com/huoyuan/I11451672.html
海南三亚,北京,蔬菜,2019-01-10,http://www.56135.com/huoyuan/I11450972.html
海南三亚,北京,蔬菜,2019-01-10,http://www.56135.com/huoyuan/I11450946.html
海南,北京,玉米,2019-01-10,http://www.56135.com/huoyuan/I11449949.html
海南陵水,北京,普货,2019-01-10,http://www.56135.com/huoyuan/I11449769.html
海南三亚,北京,蔬菜,2019-01-10,http://www.56135.com/huoyuan/I11449328.html
海南,北京,商品车,2019-01-10,http://www.56135.com/huoyuan/I11446377.html
海南,北京,汽车,2019-01-10,http://www.56135.com/huoyuan/I11446355.html
海南乐东,北京,玉米,2019-01-10,http://www.56135.com/huoyuan/I11444216.html
海南三亚,北京,蔬菜,2019-01-10,http://www.56135.com/huoyuan/I11440950.html
海南三亚,北京,蔬菜,2019-01-10,http://www.56135.com/huoyuan/I11440436.html
海南三亚,北京,蔬菜,2019-01-05,http://www.56135.com/huoyuan/I11321146.html
海南东方,北京,蔬菜,2019-01-05,http://www.56135.com/huoyuan/I11321144.html
海南三亚,北京,蔬菜,2019-01-05,http://www.56135.com/huoyuan/I11321127.html
海南东方,北京,蔬菜,2019-01-05,http://www.56135.com/huoyuan/I11321125.html
海南三亚,北京,蔬菜,2019-01-05,http://www.56135.com/huoyuan/I11321110.html
海南东方,北京,蔬菜,2019-01-05,http://www.56135.com/huoyuan/I11321108.html
北京大兴,北京通州,废彩钢瓦,2019-01-10,http://www.56135.com/huoyuan/I11472364.html
北京,北京大兴,普货,2019-01-10,http://www.56135.com/huoyuan/I11471614.html
北京顺义,北京房山,3方,2019-01-10,http://www.56135.com/huoyuan/I11463489.html
北京顺义,北京大兴,普货,2019-01-10,http://www.56135.com/huoyuan/I11460318.html
北京大兴,北京顺义,普货,2019-01-10,http://www.56135.com/huoyuan/I11454033.html
北京通州,北京顺义,普货,2019-01-10,http://www.56135.com/huoyuan/I11453659.html
北京顺义,北京通州,普货,2019-01-10,http://www.56135.com/huoyuan/I11453658.html
北京,北京朝阳,若干吨,2019-01-10,http://www.56135.com/huoyuan/I11447182.html
四川成都,北京,饲料,2019-01-10,http://www.56135.com/huoyuan/I11473384.html
四川成都,北京,饲料,2019-01-10,http://www.56135.com/huoyuan/I11470121.html
四川成都,北京,萝卜,2019-01-10,http://www.56135.com/huoyuan/I11459746.html
四川遂宁,北京,萝卜,2019-01-10,http://www.56135.com/huoyuan/I11459745.html
四川成都,北京,普货,2019-01-10,http://www.56135.com/huoyuan/I11458615.html
四川成都,北京,普货,2019-01-10,http://www.56135.com/huoyuan/I11458572.html
四川成都,北京,普货,2019-01-10,http://www.56135.com/huoyuan/I11458530.html
四川成都,北京,普货,2019-01-10,http://www.56135.com/huoyuan/I11458519.html
四川成都,北京,普货,2019-01-10,http://www.56135.com/huoyuan/I11458507.html
四川成都,北京,水果,2019-01-10,http://www.56135.com/huoyuan/I11458296.html
四川,北京,水果,2019-01-10,http://www.56135.com/huoyuan/I11458213.html
四川成都,北京,水果,2019-01-10,http://www.56135.com/huoyuan/I11458209.html
四川遂宁,北京,萝卜,2019-01-10,http://www.56135.com/huoyuan/I11456459.html
四川遂宁,北京,萝卜,2019-01-10,http://www.56135.com/huoyuan/I11456452.html
四川遂宁,北京,萝卜,2019-01-10,http://www.56135.com/huoyuan/I11456126.html
四川遂宁,北京,绿通,2019-01-10,http://www.56135.com/huoyuan/I11456061.html
四川成都,北京,绿通,2019-01-10,http://www.56135.com/huoyuan/I11456060.html
四川遂宁,北京,蔬菜,2019-01-10,http://www.56135.com/huoyuan/I11455191.html
四川成都,北京,水果,2019-01-10,http://www.56135.com/huoyuan/I11454260.html
四川眉山彭山,北京丰台,13-15吨,2019-01-10,http://www.56135.com/huoyuan/I11453032.html
四川遂宁,北京,萝卜,2019-01-10,http://www.56135.com/huoyuan/I11450958.html
四川遂宁,北京,萝卜,2019-01-10,http://www.56135.com/huoyuan/I11450929.html
四川遂宁大英,北京,普货,2019-01-10,http://www.56135.com/huoyuan/I11450585.html
四川遂宁,北京,萝卜,2019-01-10,http://www.56135.com/huoyuan/I11449305.html
四川成都,北京,菜,2019-01-10,http://www.56135.com/huoyuan/I11441200.html
四川眉山,北京,菜,2019-01-10,http://www.56135.com/huoyuan/I11441199.html
四川遂宁,北京,萝卜,2019-01-10,http://www.56135.com/huoyuan/I11440942.html
四川遂宁大英,北京,普货,2019-01-10,http://www.56135.com/huoyuan/I11440813.html
四川遂宁,北京,萝卜,2019-01-10,http://www.56135.com/huoyuan/I11440412.html
四川遂宁大英,北京,萝卜,2019-01-10,http://www.56135.com/huoyuan/I11440269.html
四川南充,北京,萝卜,2019-01-10,http://www.56135.com/huoyuan/I11440267.html
四川遂宁,北京,萝卜,2019-01-10,http://www.56135.com/huoyuan/I11440265.html
四川眉山,北京,萝卜,2019-01-05,http://www.56135.com/huoyuan/I11321195.html
四川遂宁,北京,萝卜,2019-01-05,http://www.56135.com/huoyuan/I11321194.html
宁夏,北京,甲醇,2019-01-11,http://www.56135.com/huoyuan/I11476318.html
宁夏,北京,普货,2019-01-11,http://www.56135.com/huoyuan/I11474477.html
宁夏,北京,普货,2019-01-10,http://www.56135.com/huoyuan/I11473044.html
宁夏,北京,普货,2019-01-10,http://www.56135.com/huoyuan/I11470404.html
宁夏,北京,芳烃,2019-01-10,http://www.56135.com/huoyuan/I11465271.html
宁夏,北京,普货,2019-01-10,http://www.56135.com/huoyuan/I11464853.html
宁夏,北京,普货,2019-01-10,http://www.56135.com/huoyuan/I11462447.html
宁夏,北京,化工,2019-01-10,http://www.56135.com/huoyuan/I11457874.html
宁夏,北京,普货,2019-01-10,http://www.56135.com/huoyuan/I11457531.html
宁夏,北京,若干吨,2019-01-10,http://www.56135.com/huoyuan/I11457230.html
宁夏,北京,普货,2019-01-10,http://www.56135.com/huoyuan/I11455833.html
新疆乌鲁木齐,北京,普货,2019-01-11,http://www.56135.com/huoyuan/I11476284.html
新疆巴音郭楞库尔勒,北京,香梨,2019-01-11,http://www.56135.com/huoyuan/I11475241.html
新疆巴音郭楞库尔勒,北京,香梨,2019-01-11,http://www.56135.com/huoyuan/I11475216.html
新疆巴音郭楞库尔勒,北京,香梨,2019-01-11,http://www.56135.com/huoyuan/I11475183.html
新疆巴音郭楞库尔勒,北京,香梨,2019-01-11,http://www.56135.com/huoyuan/I11475163.html
新疆巴音郭楞库尔勒,北京,香梨,2019-01-11,http://www.56135.com/huoyuan/I11475031.html
新疆哈密,北京密云,若干吨,2019-01-10,http://www.56135.com/huoyuan/I11464518.html
新疆哈密,北京密云,若干吨,2019-01-10,http://www.56135.com/huoyuan/I11456993.html
新疆巴音郭楞尉犁,北京大兴,普货,2019-01-10,http://www.56135.com/huoyuan/I11454176.html
新疆五家渠,北京房山,普货,2019-01-10,http://www.56135.com/huoyuan/I11454164.html
新疆五家渠,北京大兴,普货,2019-01-10,http://www.56135.com/huoyuan/I11454163.html
新疆乌鲁木齐天山,北京,普货,2019-01-10,http://www.56135.com/huoyuan/I11454006.html
广西北海海城,北京,梨,2019-01-10,http://www.56135.com/huoyuan/I11471073.html
广西桂林,北京,沙糖桔,2019-01-10,http://www.56135.com/huoyuan/I11465018.html
广西崇左凭祥,北京,鱼,2019-01-10,http://www.56135.com/huoyuan/I11451255.html
广西崇左凭祥,北京,鱼,2019-01-10,http://www.56135.com/huoyuan/I11444790.html
广西防城港东兴,北京,普货,2019-01-05,http://www.56135.com/huoyuan/I11322841.html
广西北海,北京,虾仁,2019-01-05,http://www.56135.com/huoyuan/I11321807.html
广西南宁,北京,若干吨,2019-01-03,http://www.56135.com/huoyuan/I11284513.html
广西崇左凭祥,北京,榴莲,2019-01-03,http://www.56135.com/huoyuan/I11281905.html
广西崇左凭祥,北京,火龙果,2019-01-03,http://www.56135.com/huoyuan/I11272436.html
广西桂林,北京,冻货,2019-01-03,http://www.56135.com/huoyuan/I11272093.html
广西南宁,北京,普货,2019-01-03,http://www.56135.com/huoyuan/I11271500.html
广西防城港东兴,北京,冻虾,2019-01-03,http://www.56135.com/huoyuan/I11270492.html
