公司名称,岗位,所属岗位,薪资,平均薪资（千/月）,地址,所属城区,经度,纬度
中国天辰工程有限公司,仓储工程师,物流专员,0.8-1万/月,9,京津路1号,北辰区,117.171556,39.19259
天津品骏物流有限公司,运输经理,运输经理,0.8-1.2万/月,10,天津市武清区大碱厂镇国家电网对面河北品骏物流有限公司,河东区,117.099417,39.474308
保定钞票纸业有限公司,物流管理,物流专员,0.8-1万/月,9,保定市竞秀区盛兴西路2166号,新市区,115.432067,38.903368
天津经纬恒润科技有限公司,库存计划工程师,物流专员,0.8-1万/月,9,赛达国际工业城C6/C7,西青区,117.232225,38.978033
美团点评,美团点评配送经理(职位编号：5496),物流经理,1-1.8万/月,14,当地办公室,河北区,117.827599,39.247403
恩知瑞安集团,供应链经理,供应链经理,1-1.5万/月,12.5,天津市空港经济区东七道2号中兴产业基地8号楼三层,东丽区,117.416998,39.148188
唐山中陶实业有限公司,仓库经理,仓库经理,0.6-1万/月,8,路北区天元里商业211号,河北区,,
北京长久物流股份有限公司,车队经理,运输经理,0.6-1万/月,8,天津市津南区双桥河镇双桥开发区外津储运,津南区,117.452616,38.997153
沈阳华才网络咨询有限公司,国际贸易 海外雇主直招 可移民非外派,物流专员,1-4万/月,25,，新加坡，澳大利亚，丹麦,河北区,113.26237,23.151408
上海艾杰飞人力资源有限公司,日企物流部主管/副科长(编号107387) 日语必须,物流主管,1-1.3万/月,11.5,天津,河北区,117.205914,39.090908
上海艾杰飞人力资源有限公司,日企需给部高级经理（SCM）(编号107717) 日语必须,物流经理,1.6-2.5万/月,20.5,天津,河北区,117.205914,39.090908
美团点评,B2B配送经理,物流经理,1-1.8万/月,14,当地办公室,河北区,117.827599,39.247403
天狮集团有限公司,供应链优化经理(J10539),供应链经理,1-1.5万/月,12.5,天津市武清开发区新源道18号天狮国际健康产业园,武清区,117.02486,39.437302
绫致时装（天津）有限公司,运输经理,运输经理,2-3万/月,25,光华路9号世贸天阶D座15层,河东区,116.459954,39.921932
上海艾杰飞人力资源有限公司,日企物流担当(编号101124) 日语必须,物流专员,0.6-1万/月,8,天津,河北区,117.205914,39.090908
保定钞票纸业有限公司,一般管理岗,仓库管理员,0.8-1万/月,9,保定市竞秀区盛兴西路2166号,新市区,115.432067,38.903368
天津经纬恒润科技有限公司,交管工程师/销售内勤,物流专员,0.6-1万/月,8,赛达国际工业城C6,西青区,117.232225,38.978035
沈阳华才网络咨询有限公司,供应链管理 海外雇主直招 可移民非外派,供应链经理,1-4万/月,25,天津,河北区,113.26237,23.151408
北京大清生物技术股份有限公司,仓储管理员,仓库管理员,4-5万/年,3.75,经济技术开发区赛达国际工业城D6-1,西青区,117.232225,38.978033
招商路凯（中国）投资控股有限公司,OPS-营运助理-(职位编号：000887),仓库管理员,6-8万/年,5.835,合兴路招商路凯天津东丽营运中心,东丽区,117.274401,39.241979
招商路凯（中国）投资控股有限公司,OPS-营运助理-仓库物流(职位编号：loscam000749),仓库管理员,6-8万/年,5.835,北京,#N/A,116.413554,39.911013
上海中远威治罐箱物流有限公司,Sales Manager/销售经理,物流经理,20-30万/年,20.835,天津市南京路20号金皇大厦3209室,河西区,117.227319,39.119027
天津市花开远方教育信息咨询有限公司,打包专员,物流专员,8-10万/年,7.5,恒生科技园35栋,津南区,117.302941,39.021211
中邮物流有限责任公司上海营运分中心,物流操作员,物流专员,6-8万/年,5.835,高新七路滨海航天城,滨海新区,117.542249,39.129231
上海泰盛制浆（集团）有限公司,天津物流经理(生产基地),物流经理,15-20万/年,14.585,轻纺经济区二街,滨海新区,,
广东都市物流科技有限公司,物流销售经理,物流经理,10-15万/年,10.415,天津市武清区京滨工业园古旺路26号,武清区,116.834369,39.560609
天津泰连达国际货运代理有限公司,职业经理,物流经理,3-4万/年,2.915,天津滨海新区开发区第二大街MSD写字楼,滨海新区,117.712651,39.029482
广东都市丽人实业有限公司,物流销售经理（天津）,物流经理,20-30万/年,20.835,天津市武清区京滨工业园都市丽人,武清区,116.823368,39.555292
天津畅联供应链管理有限公司,精益工程师,物流专员,10-15万/年,10.415,武清区武清开发区福源道33号,武清区,117.066242,39.410302
大众一汽平台零部件有限公司天津分公司,物流段长,物流专员,8-10万/年,7.5,天津市宁河区,宁河县,117.831139,39.337
基华物流上海有限公司,物流方案设计师,物流专员,15-30万/年,18.75,经济开发区,河北区,117.365966,39.082579
天津瑞才人力资源有限公司,物流经理-日资生产型企业,物流经理,30-50万/年,33.335,天津开发区,滨海新区,117.687681,39.038857
天津信鸿医疗科技股份有限公司,供应链总监,供应链总监,10-15万/年,10.415,东丽区华明低碳产业基地,东丽区,117.356858,39.173563
天津市甄智协尔企业管理咨询有限公司,知名国有企业招聘物流项目总监(职位编号：3319),物流专员,60-80万/年,58.335,开发区,河北区,117.550407,39.097212
梅州市梅县区客家梅县腌面餐饮连锁管理有限公司,供应链总监,供应链总监,30-40万/年,29.165,梅县区人民广场,宝坻区,116.085588,24.283404
大连联航集运船务代理有限公司天津一分公司,业务主办(职位编号：002),物流专员,8-10万/年,7.5,天津市和平区大沽北路65号，金融中心-汇金中心2302,和平区,117.211245,39.135083
天津亚东国际货运有限公司,市场运营部经理,物流经理,15-20万/年,14.585,凯旋门大厦A座30层E,河西区,117.223689,39.120693
天津亚东国际货运有限公司,客服部经理年薪20万,物流经理,10-15万/年,10.415,凯旋门大厦A座30层E,河西区,117.223689,39.120693
天津市花开远方教育信息咨询有限公司,物流专员,物流专员,8-10万/年,7.5,恒生科技园35栋,津南区,117.302941,39.021211
天津市花开远方教育信息咨询有限公司,物流专员,物流专员,8-10万/年,7.5,恒生科技园35栋,津南区,117.302941,39.021211
天津市花开远方教育信息咨询有限公司,物流专员,物流专员,8-10万/年,7.5,恒生科技园35栋,津南区,117.302941,39.021211
天津市花开远方教育信息咨询有限公司,物流专员,物流专员,8-10万/年,7.5,恒生科技园35栋,津南区,117.302941,39.021211
天津市花开远方教育信息咨询有限公司,物流专员,物流专员,8-10万/年,7.5,恒生科技园35栋,津南区,117.302941,39.021211
天津畅联供应链管理有限公司,单证主管,物流主管,8-10万/年,7.5,武清区武清开发区福源道33号,武清区,117.066242,39.410302
天津畅联供应链管理有限公司,物流分析师（精益）,物流专员,10-15万/年,10.415,武清区武清开发区福源道33号,武清区,117.066242,39.410302
大众一汽平台零部件有限公司天津分公司,物流库管员,物流专员,8-10万/年,7.5,天津市宁河区,宁河县,117.831139,39.337
天津信鸿医疗科技股份有限公司,物流中心主管（医疗器械方向）,物流主管,8-10万/年,7.5,东丽区华明低碳产业基地,东丽区,117.356858,39.173563
天津畅联供应链管理有限公司,物流质量主管,物流主管,8-10万/年,7.5,武清区武清开发区福源道33号,武清区,117.066242,39.410302
有范（天津）商贸有限公司,日薪200 打包分拣员,搬运工,200元/天,4.25,津塘路与十五经路交口处,河东区,117.241858,39.129643
天津德汇宝商贸有限公司,仓库库管,仓库管理员,,,万发科技园,北辰区,39.28154331,117.2373756
天津中辰自动化设备有限公司,配件库管,仓库管理员,3-4.5千/月,3.75,天津市东丽区金桥工业园亿达路8号,东丽区,39.10933856,117.4190877
天津展晨化工贸易有限公司,仓库管理员,仓库管理员,3-4.5千/月,3.75,西堤头镇,北辰区,39.29771459,117.33078
天津卡利欧玛热能设备制造有限公司,仓库管理员,仓库管理员,4.5-6千/月,5.25,天津市宝坻区天宝工业园区,宝坻区,39.615544,117.4114206
北京畅速快递有限公司,天津仓配包装交接组长,仓库管理员,5-6千/月,5.5,福源道78号  敏华工业城8--6号,武清区,39.42250534,117.0272873
天津费莱瑞思商贸有限公司,仓库管理员,仓库管理员,3.5-4千/月,3.75,天津市东丽区金钟河大街大毕庄工业区,东丽区,39.20119276,117.2599273
天津市中重科技工程有限公司,车间库管员,仓库管理员,3-4.5千/月,3.75,高新大道景祥路16号,北辰区,39.2368311,117.2735331
云骊（上海）电子科技有限公司,仓配管理员(职位编号：clwg000593),仓库管理员,4-6千/月,5,天津,河北区,39.1439299,117.2108131
天津德力塔仪表科技有限公司,机加工库管,仓库管理员,2-3千/月,2.5,宜兴埠七街工业园华科道88号,北辰区,39.22257355,117.2403635
天津市诚瑞丰科技有限公司,仓库管理员,仓库管理员,3-4.5千/月,3.75,大良镇隆良道1号,武清区,39.54193589,117.1153749
天津德普威涂料有限公司,库房文员,仓储管理文员,,,武清区富民开发区C区一经路8号,武清区,39.3216138,117.0998733
上海凯立企业管理有限公司,天津-夜班分拣员-提供住宿-男女不限,仓库管理员,,,天津市宁河区安捷西路2号德邦物流：乘车路线:乘坐570公交车在现代产业园站下车。 联系电话：15921704464 张先生,宁河县,0,0
广东坚朗五金制品股份有限公司,理货员,仓库理货员,4.5-6千/月,5.25,北辰区宜兴埠北辰科技园华泰道8号,北辰区,39.21937808,117.2092441
百世物流科技（中国）有限公司,仓库主管,仓库主管,6-8千/月,7,天津,河北区,39.1439299,117.2108131
天津舜能润滑科技股份有限公司,发货专员,仓库管理员,4-6千/月,5,梅江永旺印力中心111号,西青区,39.14809475,117.0973041
利拉伐（天津）有限公司,Warehouse Supervisor/仓库主管,仓库主管,0.8-1.5万/月,11.5,天津市空港经济区纬十道101号,东丽区,39.16042451,117.420079
天津雅鑫混凝土有限公司,调度员,调度员,4.5-6千/月,5.25,天津市塘沽区杨北公路以南黑猪河桥以南。,滨海新区,39.11363249,117.5718241
上海星饰居国际贸易有限公司,仓库管理员（天津）,仓库管理员,4.5-7千/月,5.75,跃进路1199号（健营先锋工贸园区）,东丽区,39.20348545,117.3044016
吉林精气神有机农业股份有限公司,库管员,仓库管理员,3.8-4.8千/月,4.3,经济开发区北区众品路2号,河北区,39.1439299,117.2108131
天津盛世欣兴格力电器贸易有限公司,开单专员（配件管理）,仓库管理员,3-4.5千/月,3.75,津汉公路宅急送院内,和平区,39.12989402,117.2124202
北京缤歌网络科技有限公司,天津仓管员,仓库管理员,,,水上西路方正山海天,南开区,39.08539228,117.1661849
天津卓诗尼商贸有限公司,仓库配货员/配货工,仓库管理员,4.5-6千/月,5.25,天津市北辰区瑞景国际鞋城,北辰区,39.20938956,117.1315465
天津市创翔电子科技有限公司,仓库管理员,仓库管理员,,,天津南开区兰苑路海泰工房时代3-103,西青区,39.09934034,117.1387124
上海嘉进物流有限公司,东本调达天津CD客服调度,仓库管理员,4-5.5千/月,4.75,赛达二支路13号A2-3库,西青区,38.99286544,117.2662082
天津中晟达科技有限公司,仓库管理员,仓库管理员,2-4千/月,3,中北镇中北工业园阜盛道10增1,西青区,39.15104797,117.0899989
天加空调（天津）有限公司,外协仓管员,仓库管理员,,,天津武清开发区开源道21号,武清区,39.41160917,117.0802722
硕方电子（天津）有限公司,库房主管,仓库管理员,4.5-6千/月,5.25,天津河东区新开路万春美钻大厦3楼301室,河东区,39.15045845,117.2202273
上海赫持货运代理有限公司,天津德邦：夜班分拣员/月薪6千以上,仓库管理员,,,面试乘车路线：天津站做570路公交，在宁河现代产业园公交站下车，联系电话：18016372590 孙先生 微信同号,宁河县,0,0
唯捷城配,物流调度,调度员,6-8千/月,7,天津,河北区,39.1439299,117.2108131
天津格瑞特康生物科技有限公司,仓管/物流管理 底薪4000 双休 福利好,仓库管理员,,,天津华水大厦,红桥区,39.16840753,117.1550482
申克（天津）工业技术有限公司北京分公司,临时工-组装工，库工,仓库管理员,2-8千/月,5,天津市西青开发区赛达工业园18号,西青区,38.97201607,117.2384746
天津信和天成科技有限公司,仓库管理员（五险一金+高温补助）,仓库管理员,,,天津-西青区,西青区,39.03506461,117.1262013
天津市北辰区威速货运代理中心,物流发货员,仓库管理员,4.5-6千/月,5.25,天津市北辰区景海物流园,北辰区,39.20166442,117.1078234
曙光信息产业股份有限公司,库管员(天津）,仓库管理员,4-6千/月,5,海泰华科大街15号,西青区,39.10415803,117.0857387
天津百浩鑫生物科技有限公司,仓库管理文员 纯文职/双休,仓库管理员,,,红桥区,红桥区,39.17062133,117.1622168
天津光电惠高电子有限公司,仓库管理专员,仓库管理员,,,天津市河西区泰山路6号,河西区,39.09327672,117.2362199
天津艾丰齐科技有限公司,库房管理文员/月薪4000+接受实习,仓储管理文员,4.5-6千/月,5.25,天津-和平区,和平区,39.12480884,117.2028137
